Rk;Player;Nacionalidad;Posicion;Equipo;Competicion;Age;Born;MP;Starts;Min;90s;Gls;Ast;G+A;G-PK;PK;;CrdY;CrdR
1502;Enzo Loiodice;fr FRA;MF;Las Palmas;es La Liga;22;2000;34;19;1790;19.9;0;1;1;0;0;;2;0
1503;Sean Longstaff;eng ENG;MF;Newcastle Utd;eng Premier League;25;1997;35;30;2747;30.5;6;2;8;6;0;;7;0
1504;Ademola Lookman;ng NGA;FW,MF;Atalanta;it Serie A;25;1997;31;22;1894;21.0;11;7;18;11;0;;4;0
1505;Noah Loosli;ch SUI;DF;Bochum;de Bundesliga;26;1997;10;2;346;3.8;0;0;0;0;0;;1;0
1506;Anthony Lopes;pt POR;GK;Lyon;fr Ligue 1;32;1990;31;31;2790;31.0;0;0;0;0;0;;0;0
1507;David López;es ESP;DF;Girona;es La Liga;33;1989;25;25;1965;21.8;3;0;3;3;0;;4;0
1508;Diego López;es ESP;MF,FW;Valencia;es La Liga;21;2002;36;30;2656;29.5;3;6;9;3;0;;2;0
1509;Fermin López;es ESP;MF,FW;Barcelona;es La Liga;20;2003;31;14;1446;16.1;8;0;8;8;0;;2;0
1510;Javi López;es ESP;DF;Alavés;es La Liga;21;2002;32;25;2386;26.5;1;3;4;1;0;;3;0
1511;Maxime Lopez;fr FRA;MF;Fiorentina;it Serie A;25;1997;19;7;800;8.9;0;0;0;0;0;;1;0
1512;Maxime Lopez;fr FRA;MF;Sassuolo;it Serie A;25;1997;2;2;140;1.6;0;0;0;0;0;;0;1
1513;Pau López;es ESP;GK;Marseille;fr Ligue 1;28;1994;33;33;2939;32.7;0;0;0;0;0;;1;0
1514;Unai López;es ESP;MF;Rayo Vallecano;es La Liga;27;1995;35;28;2108;23.4;1;2;3;1;0;;8;0
1515;Dion Lopy;sn SEN;MF;Almería;es La Liga;21;2002;30;23;1916;21.3;0;0;0;0;0;;5;0
1516;Anthony Losilla;fr FRA;MF;Bochum;de Bundesliga;37;1986;31;31;2576;28.6;1;2;3;1;0;;10;0
1517;Jordan Lotomba;ch SUI;DF;Nice;fr Ligue 1;24;1998;28;21;1804;20.0;1;0;1;1;0;;4;0
1518;Tom Louchet;fr FRA;MF,DF;Nice;fr Ligue 1;20;2003;13;3;409;4.5;1;1;2;1;0;;1;0
1519;Imran Louza;ma MAR;MF;Lorient;fr Ligue 1;24;1999;14;10;863;9.6;1;3;4;1;0;;1;0
1520;Matteo Lovato;it ITA;DF;Torino;it Serie A;23;2000;13;6;544;6.0;0;0;0;0;0;;2;0
1521;Matteo Lovato;it ITA;DF;Salernitana;it Serie A;23;2000;13;11;947;10.5;0;0;0;0;0;;2;0
1522;Dejan Lovren;hr CRO;DF;Lyon;fr Ligue 1;34;1989;10;8;718;8.0;0;0;0;0;0;;2;1
1523;Sandi Lovrić;si SVN;MF;Udinese;it Serie A;25;1998;29;21;1987;22.1;1;3;4;1;0;;1;1
1524;Max Lowe;eng ENG;DF,MF;Sheffield Utd;eng Premier League;26;1997;10;4;503;5.6;0;0;0;0;0;;1;0
1525;Anthony Lozano;hn HON;MF,FW;Getafe;es La Liga;30;1993;6;0;92;1.0;0;0;0;0;0;;1;0
1526;Anthony Lozano;hn HON;FW;Almería;es La Liga;30;1993;13;10;772;8.6;3;0;3;3;0;;1;0
1527;Lucas;br BRA;DF;Cádiz;es La Liga;22;2001;28;15;1539;17.1;1;0;1;1;0;;6;0
1528;Lorenzo Lucca;it ITA;FW;Udinese;it Serie A;22;2000;37;30;2592;28.8;8;4;12;8;0;;6;0
1529;Jhon Lucumí;co COL;DF;Bologna;it Serie A;25;1998;29;23;2217;24.6;0;0;0;0;0;;1;0
1530;José Luis Gayà;es ESP;DF;Valencia;es La Liga;28;1995;24;22;1791;19.9;1;2;3;1;0;;2;0
1531;José Luis Morales;es ESP;FW,MF;Villarreal;es La Liga;36;1987;29;8;1048;11.6;7;0;7;7;0;;0;0
1532;José Luis Palomino;ar ARG;DF;Atalanta;it Serie A;33;1990;4;0;27;0.3;0;0;0;0;0;;0;0
1533;Douglas Luiz;br BRA;MF;Aston Villa;eng Premier League;25;1998;35;35;2993;33.3;9;5;14;5;4;;12;0
1534;Romelu Lukaku;be BEL;FW;Roma;it Serie A;30;1993;32;30;2641;29.3;13;3;16;13;0;;5;1
1535;Castello Lukeba;fr FRA;DF;RB Leipzig;de Bundesliga;20;2002;32;24;2191;24.3;1;0;1;1;0;;3;0
1536;Dodi Lukebakio;be BEL;FW,MF;Sevilla;es La Liga;25;1997;23;12;1125;12.5;5;1;6;5;0;;0;0
1537;Saša Lukić;rs SRB;MF;Fulham;eng Premier League;26;1996;24;13;1122;12.5;1;0;1;1;0;;3;0
1538;Karlo Lulić;hr CRO;MF;Frosinone;it Serie A;27;1996;1;0;19;0.2;0;0;0;0;0;;0;0
1539;Andriy Lunin;ua UKR;GK;Real Madrid;es La Liga;24;1999;21;21;1890;21.0;0;0;0;0;0;;2;0
1540;Sebastiano Luperto;it ITA;DF;Empoli;it Serie A;26;1996;38;38;3406;37.8;1;1;2;1;0;;4;0
1541;Mateus Lusuardi;br BRA;DF;Frosinone;it Serie A;19;2004;4;3;219;2.4;0;0;0;0;0;;1;0
1542;Andreas Luthe;de GER;GK;Bochum;de Bundesliga;36;1987;1;1;90;1.0;0;0;0;0;0;;0;0
1543;Zito Luvumbo;ao ANG;FW,MF;Cagliari;it Serie A;21;2002;30;19;1946;21.6;4;5;9;4;0;;5;0
1544;Charalambos Lykogiannis;gr GRE;DF;Bologna;it Serie A;29;1993;22;10;904;10.0;2;1;3;2;0;;2;0
1545;Senne Lynen;be BEL;MF;Werder Bremen;de Bundesliga;24;1999;32;20;1797;20.0;0;3;3;0;0;;6;0
1546;Joshua M'Bahia;ci CIV;MF;Clermont Foot;fr Ligue 1;18;2005;1;0;14;0.2;0;0;0;0;0;;1;0
1547;Othmane Maamma;fr FRA;FW;Montpellier;fr Ligue 1;17;2005;2;1;88;1.0;1;0;1;1;0;;0;0
1548;Ian Maatsen;nl NED;FW,MF;Chelsea;eng Premier League;21;2002;12;1;209;2.3;0;0;0;0;0;;1;0
1549;Ian Maatsen;nl NED;DF;Dortmund;de Bundesliga;21;2002;16;15;1264;14.0;2;2;4;2;0;;5;0
1550;Alexis Mac Allister;ar ARG;MF;Liverpool;eng Premier League;24;1998;33;31;2599;28.9;5;5;10;4;1;;7;1
1551;Deiver Machado;co COL;DF;Lens;fr Ligue 1;29;1993;19;13;1124;12.5;4;0;4;4;0;;4;0
1552;Darwin Machís;ve VEN;MF;Cádiz;es La Liga;30;1993;21;10;785;8.7;4;0;4;3;1;;0;1
1553;James Maddison;eng ENG;MF;Tottenham;eng Premier League;26;1996;28;26;2135;23.7;4;9;13;4;0;;5;0
1554;Noni Madueke;eng ENG;FW;Chelsea;eng Premier League;21;2002;23;13;1053;11.7;5;2;7;4;1;;2;0
1555;Pablo Maffeo;es ESP;DF;Mallorca;es La Liga;26;1997;22;17;1454;16.2;1;2;3;1;0;;3;1
1556;Gabriel Magalhães;br BRA;DF;Arsenal;eng Premier League;25;1997;36;34;3044;33.8;4;0;4;4;0;;4;0
1557;Soungoutou Magassa;fr FRA;DF,MF;Monaco;fr Ligue 1;19;2003;21;15;1346;15.0;0;0;0;0;0;;7;0
1558;Giulio Maggiore;it ITA;MF;Salernitana;it Serie A;25;1998;27;20;1800;20.0;4;2;6;4;0;;9;1
1559;Matej Maglica;hr CRO;DF;Darmstadt 98;de Bundesliga;24;1998;26;21;1698;18.9;1;0;1;1;0;;7;2
1560;Giangiacomo Magnani;it ITA;DF;Hellas Verona;it Serie A;27;1995;33;27;2444;27.2;0;0;0;0;0;;6;0
1561;Hugo Magnetti;fr FRA;MF;Brest;fr Ligue 1;25;1998;33;30;2340;26.0;2;0;2;2;0;;6;0
1562;Yohann Magnin;fr FRA;MF;Clermont Foot;fr Ligue 1;26;1997;31;17;1687;18.7;1;0;1;1;0;;2;0
1563;Frank Magri;cm CMR;FW,MF;Toulouse;fr Ligue 1;23;1999;29;14;1438;16.0;5;2;7;5;0;;5;0
1564;Harry Maguire;eng ENG;DF;Manchester Utd;eng Premier League;30;1993;22;18;1653;18.4;2;2;4;2;0;;4;0
1565;Jon Magunacelaya;es ESP;FW,MF;Real Sociedad;es La Liga;23;2000;5;1;121;1.3;0;0;0;0;0;;0;0
1566;Adel Mahamoud;km COM;FW;Nantes;fr Ligue 1;20;2003;1;0;10;0.1;0;0;0;0;0;;0;0
1567;Arne Maier;de GER;MF;Augsburg;de Bundesliga;24;1999;22;10;1003;11.1;2;4;6;2;0;;0;0
1568;Habib Maïga;ci CIV;MF,FW;Metz;fr Ligue 1;27;1996;7;1;147;1.6;0;0;0;0;0;;0;0
1569;Mike Maignan;fr FRA;GK;Milan;it Serie A;28;1995;29;29;2609;29.0;0;1;1;0;0;;1;1
1570;Linton Maina;de GER;FW,MF;Köln;de Bundesliga;24;1999;31;21;1901;21.1;1;3;4;1;0;;4;0
1571;Patrick Mainka;de GER;DF;Heidenheim;de Bundesliga;28;1994;34;34;3060;34.0;2;0;2;2;0;;1;0
1572;Kobbie Mainoo;eng ENG;MF;Manchester Utd;eng Premier League;18;2005;24;24;1924;21.4;3;1;4;3;0;;3;0
1573;Ainsley Maitland-Niles;eng ENG;DF,MF;Lyon;fr Ligue 1;25;1997;23;16;1432;15.9;1;4;5;0;1;;1;1
1574;Radosław Majecki;pl POL;GK;Monaco;fr Ligue 1;23;1999;12;12;1080;12.0;0;0;0;0;0;;1;0
1575;Lovro Majer;hr CRO;MF;Rennes;fr Ligue 1;25;1998;1;0;16;0.2;0;0;0;0;0;;0;0
1576;Lovro Majer;hr CRO;MF,FW;Wolfsburg;de Bundesliga;25;1998;32;25;2106;23.4;5;5;10;3;2;;5;0
1577;Jean-Victor Makengo;fr FRA;MF,FW;Lorient;fr Ligue 1;25;1998;11;5;479;5.3;0;0;0;0;0;;0;0
1578;Jordy Makengo;fr FRA;DF;Freiburg;de Bundesliga;21;2001;20;10;1026;11.4;0;0;0;0;0;;1;0
1579;Antoine Makoumbou;cg CGO;MF;Cagliari;it Serie A;25;1998;32;32;2702;30.0;1;0;1;1;0;;5;2
1580;Nemanja Maksimović;rs SRB;MF;Getafe;es La Liga;28;1995;37;37;3265;36.3;4;0;4;4;0;;4;0
1581;Julián Malatini;ar ARG;DF;Werder Bremen;de Bundesliga;22;2001;11;6;602;6.7;1;0;1;1;0;;1;0
1582;Daniel Maldini;it ITA;MF,FW;Monza;it Serie A;21;2001;11;2;333;3.7;4;1;5;4;0;;0;0
1583;Daniel Maldini;it ITA;FW,MF;Empoli;it Serie A;21;2001;7;3;263;2.9;0;0;0;0;0;;1;0
1584;Youssef Maleh;ma MAR;MF;Empoli;it Serie A;24;1998;34;30;2602;28.9;0;1;1;0;0;;11;0
1585;Donyell Malen;nl NED;FW,MF;Dortmund;de Bundesliga;24;1999;27;21;1781;19.8;13;1;14;13;0;;5;0
1586;Ruslan Malinovskyi;ua UKR;MF;Genoa;it Serie A;30;1993;28;18;1544;17.2;4;1;5;4;0;;7;0
1587;Lennard Maloney;us USA;MF;Heidenheim;de Bundesliga;23;1999;29;27;2284;25.4;1;1;2;1;0;;1;0
1588;Aaron Malouda;fr FRA;FW;Lille;fr Ligue 1;17;2005;1;0;1;0.0;0;0;0;0;0;;0;0
1589;Giorgi Mamardashvili;ge GEO;GK;Valencia;es La Liga;22;2000;37;37;3284;36.5;0;0;0;0;0;;3;1
1590;David Mamutovic;de GER;FW,DF;Mainz 05;de Bundesliga;22;2000;2;0;11;0.1;0;0;0;0;0;;0;0
1591;Wilson Manafá;pt POR;DF,MF;Granada;es La Liga;29;1994;4;3;240;2.7;0;0;0;0;0;;1;0
1592;Hianga Mananga Mbock;fr FRA;MF,FW;Brest;fr Ligue 1;23;1999;2;0;9;0.1;0;0;0;0;0;;0;0
1593;Gianluca Mancini;it ITA;DF;Roma;it Serie A;27;1996;36;34;2869;31.9;4;1;5;4;0;;9;0
1594;Marco Mancosu;it ITA;MF,FW;Cagliari;it Serie A;34;1988;6;3;156;1.7;0;0;0;0;0;;0;0
1595;Steve Mandanda;fr FRA;GK;Rennes;fr Ligue 1;38;1985;34;34;3060;34.0;0;0;0;0;0;;1;0
1596;Christos Mandas;gr GRE;GK;Lazio;it Serie A;21;2001;9;8;721;8.0;0;0;0;0;0;;0;0
1597;Reinildo Mandava;mz MOZ;DF;Atlético Madrid;es La Liga;29;1994;16;7;731;8.1;2;1;3;2;0;;2;0
1598;Aïssa Mandi;dz ALG;DF;Villarreal;es La Liga;31;1991;16;12;1113;12.4;1;0;1;1;0;;3;0
1599;Rolando Mandragora;it ITA;MF;Fiorentina;it Serie A;26;1997;33;16;1588;17.6;3;3;6;3;0;;5;0
1600;Orel Mangala;be BEL;MF;Nott'ham Forest;eng Premier League;25;1998;20;19;1563;17.4;1;0;1;1;0;;6;0
1601;Orel Mangala;be BEL;MF;Lyon;fr Ligue 1;25;1998;8;4;398;4.4;2;0;2;2;0;;0;0
1602;Vito Mannone;it ITA;GK;Lille;fr Ligue 1;35;1988;2;1;91;1.0;0;0;0;0;0;;0;0
1603;Kostas Manolas;gr GRE;DF;Salernitana;it Serie A;32;1991;8;6;488;5.4;0;0;0;0;0;;0;0
1604;Javier Manquillo;es ESP;DF,MF;Celta Vigo;es La Liga;29;1994;12;10;744;8.3;0;1;1;0;0;;3;0
1605;Braydon Manu;gh GHA;MF;Darmstadt 98;de Bundesliga;26;1997;4;3;171;1.9;0;0;0;0;0;;1;0
1606;Benson Manuel;ao ANG;MF,FW;Burnley;eng Premier League;26;1997;8;1;116;1.3;0;0;0;0;0;;0;0
1607;Faitout Maouassa;fr FRA;DF,MF;Granada;es La Liga;25;1998;6;2;229;2.5;0;1;1;0;0;;0;0
1608;Faitout Maouassa;fr FRA;MF,DF;Lens;fr Ligue 1;25;1998;3;1;76;0.8;0;0;0;0;0;;0;0
1609;Marcão;br BRA;DF;Sevilla;es La Liga;27;1996;7;3;355;3.9;0;0;0;0;0;;2;0
1610;Solly March;eng ENG;FW,DF;Brighton;eng Premier League;29;1994;7;7;554;6.2;3;1;4;3;0;;1;0
1611;Riccardo Marchizza;it ITA;DF;Frosinone;it Serie A;25;1998;13;13;1148;12.8;0;4;4;0;0;;1;0
1612;Gian Marco Ferrari;it ITA;DF;Sassuolo;it Serie A;31;1992;31;25;2272;25.2;1;0;1;1;0;;4;0
1613;Óscar de Marcos;es ESP;DF;Athletic Club;es La Liga;34;1989;28;26;2258;25.1;1;5;6;1;0;;5;0
1614;Alberto Marí;es ESP;FW;Valencia;es La Liga;22;2001;16;2;276;3.1;1;1;2;0;1;;0;0
1615;José Mari;es ESP;MF,FW;Cádiz;es La Liga;35;1987;3;0;14;0.2;0;0;0;0;0;;1;0
1616;Pablo Marí;es ESP;DF;Monza;it Serie A;29;1993;34;30;2615;29.1;0;0;0;0;0;;7;0
1617;José María Giménez;uy URU;DF;Atlético Madrid;es La Liga;28;1995;22;14;1326;14.7;0;0;0;0;0;;5;0
1618;Mariano;do DOM;FW,MF;Sevilla;es La Liga;29;1993;9;2;244;2.7;0;0;0;0;0;;1;0
1619;Mirko Marić;hr CRO;FW;Monza;it Serie A;28;1995;10;1;287;3.2;1;0;1;1;0;;0;1
1620;Rafa Marín;es ESP;DF;Alavés;es La Liga;21;2002;33;27;2443;27.1;0;0;0;0;0;;6;0
1621;Răzvan Marin;ro ROU;MF;Empoli;it Serie A;27;1996;30;20;1818;20.2;0;3;3;0;0;;3;0
1622;Diego Mariño;es ESP;GK;Almería;es La Liga;33;1990;1;1;90;1.0;0;0;0;0;0;;0;0
1623;Guillermo Maripán;cl CHI;DF;Monaco;fr Ligue 1;29;1994;23;21;1767;19.6;1;0;1;1;0;;0;1
1624;Mika Màrmol;es ESP;DF;Las Palmas;es La Liga;21;2002;36;36;3178;35.3;0;1;1;0;0;;6;1
1625;Omar Marmoush;eg EGY;FW,MF;Eint Frankfurt;de Bundesliga;24;1999;29;27;2301;25.6;12;6;18;10;2;;7;0
1626;Marquinhos;br BRA;FW,MF;Nantes;fr Ligue 1;20;2003;7;1;154;1.7;0;0;0;0;0;;0;0
1627;Marquinhos;br BRA;DF;Paris S-G;fr Ligue 1;29;1994;21;18;1537;17.1;0;1;1;0;0;;1;0
1628;Unai Marrero;es ESP;GK;Real Sociedad;es La Liga;21;2001;2;1;142;1.6;0;0;0;0;0;;0;0
1629;Agustín Martegani;ar ARG;MF;Salernitana;it Serie A;23;2000;18;6;731;8.1;1;0;1;1;0;;1;0
1630;Eric Martel;de GER;MF;Köln;de Bundesliga;21;2002;30;29;2457;27.3;1;1;2;1;0;;6;0
1631;Roger Martí;es ESP;FW;Cádiz;es La Liga;32;1991;23;18;1359;15.1;2;3;5;2;0;;3;0
1632;Anthony Martial;fr FRA;FW;Manchester Utd;eng Premier League;27;1995;13;5;448;5.0;1;0;1;1;0;;0;0
1633;Aarón Martín;es ESP;DF;Genoa;it Serie A;26;1997;22;17;1376;15.3;0;1;1;0;0;;4;1
1634;Iván Martín;es ESP;MF;Girona;es La Liga;24;1999;36;33;2729;30.3;5;4;9;5;0;;5;0
1635;Jon Martin;es ESP;DF;Real Sociedad;es La Liga;17;2006;1;0;24;0.3;0;0;0;0;0;;0;0
1636;Jonas Martin;fr FRA;MF;Brest;fr Ligue 1;33;1990;31;9;1208;13.4;0;1;1;0;0;;5;0
1637;Mario Martín;es ESP;MF;Real Madrid;es La Liga;19;2004;2;0;18;0.2;0;0;0;0;0;;0;0
1638;Gabriel Martinelli;br BRA;FW;Arsenal;eng Premier League;22;2001;35;24;2019;22.4;6;4;10;6;0;;1;0
1639;Tommaso Martinelli;it ITA;GK;Fiorentina;it Serie A;17;2006;1;1;90;1.0;0;0;0;0;0;;0;0
1640;Arnau Martinez;es ESP;DF;Girona;es La Liga;20;2003;21;14;1241;13.8;0;2;2;0;0;;5;0
1641;Emiliano Martínez;ar ARG;GK;Aston Villa;eng Premier League;30;1992;34;34;3015;33.5;0;0;0;0;0;;4;0
1642;Iñigo Martínez;es ESP;DF;Barcelona;es La Liga;32;1991;20;13;1296;14.4;0;0;0;0;0;;5;0
1643;Josep Martinez;es ESP;GK;Genoa;it Serie A;25;1998;36;36;3239;36.0;0;0;0;0;0;;4;1
1644;Lautaro Martínez;ar ARG;FW;Inter;it Serie A;25;1997;33;31;2656;29.5;24;3;27;22;2;;5;0
1645;Lisandro Martínez;ar ARG;DF;Manchester Utd;eng Premier League;25;1998;11;8;646;7.2;0;1;1;0;0;;3;0
1646;Marc Martínez;es ESP;GK;Granada;es La Liga;33;1990;3;3;270;3.0;0;0;0;0;0;;0;0
1647;Lucas Martínez Quarta;ar ARG;DF;Fiorentina;it Serie A;27;1996;29;26;2291;25.5;5;1;6;5;0;;9;0
1648;Adam Marušić;me MNE;DF;Lazio;it Serie A;30;1992;37;37;3100;34.4;1;0;1;1;0;;3;1
1649;Marvin;es ESP;FW,DF;Las Palmas;es La Liga;23;2000;31;17;1855;20.6;0;2;2;0;0;;5;0
1650;Omar Mascarell;gq EQG;MF;Mallorca;es La Liga;30;1993;29;18;1571;17.5;0;0;0;0;0;;8;1
1651;Adam Masina;ma MAR;DF;Udinese;it Serie A;29;1994;4;1;64;0.7;0;0;0;0;0;;2;0
1652;Adam Masina;ma MAR;DF;Torino;it Serie A;29;1994;16;10;1024;11.4;0;0;0;0;0;;0;0
1653;Erhan Mašović;rs SRB;DF,MF;Bochum;de Bundesliga;24;1998;29;24;2219;24.7;0;0;0;0;0;;7;0
1654;Han-Noah Massengo;fr FRA;MF,DF;Burnley;eng Premier League;22;2001;3;0;16;0.2;0;0;0;0;0;;0;0
1655;Roberto Massimo;de GER;FW,DF;Stuttgart;de Bundesliga;22;2000;5;0;84;0.9;0;0;0;0;0;;1;0
1656;Clinton Mata;ao ANG;DF;Lyon;fr Ligue 1;30;1992;28;25;2220;24.7;0;3;3;0;0;;6;0
1657;Jaime Mata;es ESP;FW,MF;Getafe;es La Liga;34;1988;35;22;1787;19.9;5;1;6;5;0;;10;1
1658;Pape Matar Sarr;sn SEN;MF;Tottenham;eng Premier League;20;2002;34;27;2069;23.0;3;3;6;3;0;;9;0
1659;Eliot Matazo;be BEL;MF;Monaco;fr Ligue 1;21;2002;6;0;102;1.1;0;1;1;0;0;;2;0
1660;Jean-Philippe Mateta;fr FRA;FW;Crystal Palace;eng Premier League;26;1997;35;25;2282;25.4;16;5;21;14;2;;3;0
1661;Nemanja Matić;rs SRB;MF;Rennes;fr Ligue 1;34;1988;13;11;1027;11.4;0;0;0;0;0;;7;0
1662;Nemanja Matić;rs SRB;MF;Lyon;fr Ligue 1;34;1988;15;15;1254;13.9;0;0;0;0;0;;2;0
1663;Joël Matip;cm CMR;DF;Liverpool;eng Premier League;31;1991;10;9;781;8.7;0;0;0;0;0;;2;0
1664;Alex Matos;eng ENG;MF;Chelsea;eng Premier League;18;2004;1;0;1;0.0;0;0;0;0;0;;0;0
1665;Chrislain Matsima;fr FRA;DF;Clermont Foot;fr Ligue 1;21;2002;14;13;1180;13.1;1;0;1;1;0;;2;0
1666;Chrislain Matsima;fr FRA;DF;Monaco;fr Ligue 1;21;2002;6;3;298;3.3;0;1;1;0;0;;2;0
1667;Jean Mattéo Bahoya;fr FRA;MF,FW;Eint Frankfurt;de Bundesliga;18;2005;8;1;177;2.0;0;0;0;0;0;;0;0
1668;Remi Matthews;eng ENG;GK;Crystal Palace;eng Premier League;29;1994;1;0;4;0.0;0;0;0;0;0;;0;0
1669;Alan Matturro;uy URU;DF;Genoa;it Serie A;18;2004;6;1;106;1.2;0;0;0;0;0;;0;0
1670;Azor Matusiwa;nl NED;MF;Reims;fr Ligue 1;25;1998;16;16;1385;15.4;1;0;1;1;0;;3;0
1671;Azor Matusiwa;nl NED;MF;Rennes;fr Ligue 1;25;1998;12;9;794;8.8;0;1;1;0;0;;2;0
1672;Neal Maupay;fr FRA;FW;Brentford;eng Premier League;26;1996;29;13;1321;14.7;6;3;9;6;0;;8;0
1673;Neal Maupay;fr FRA;FW;Everton;eng Premier League;26;1996;2;1;111;1.2;0;0;0;0;0;;0;0
1674;Aïman Maurer;ma MAR;MF,FW;Clermont Foot;fr Ligue 1;18;2004;5;0;56;0.6;0;0;0;0;0;;0;0
1675;Konstantinos Mavropanos;gr GRE;DF;West Ham;eng Premier League;25;1997;19;16;1500;16.7;1;0;1;1;0;;2;0
1676;Christian Mawissa;fr FRA;DF;Toulouse;fr Ligue 1;18;2005;17;12;1118;12.4;2;0;2;2;0;;3;0
1677;Philipp Max;de GER;DF;Eint Frankfurt;de Bundesliga;29;1993;23;17;1350;15.0;1;2;3;1;0;;2;0
1678;Eric Maxim Choupo-Moting;cm CMR;MF,FW;Bayern Munich;de Bundesliga;34;1989;27;7;717;8.0;2;2;4;2;0;;1;0
1679;Luís Maximiano;pt POR;GK;Almería;es La Liga;24;1999;33;33;2970;33.0;0;0;0;0;0;;1;0
1680;Noam Mayoka-Tika;be BEL;MF;Marseille;fr Ligue 1;19;2003;1;0;1;0.0;0;0;0;0;0;;0;0
1681;Borja Mayoral;es ESP;FW;Getafe;es La Liga;26;1997;27;25;2153;23.9;15;1;16;11;4;;2;0
1682;Senny Mayulu;fr FRA;FW,MF;Paris S-G;fr Ligue 1;17;2006;8;3;324;3.6;0;1;1;0;0;;0;0
1683;Youssef Maziz;fr FRA;FW,MF;Metz;fr Ligue 1;25;1998;2;2;124;1.4;1;0;1;1;0;;0;0
1684;Noussair Mazraoui;ma MAR;DF;Bayern Munich;de Bundesliga;25;1997;19;15;1197;13.3;0;3;3;0;0;;3;0
1685;Luca Mazzitelli;it ITA;MF;Frosinone;it Serie A;27;1995;29;26;2210;24.6;5;0;5;5;0;;6;1
1686;Pasquale Mazzocchi;it ITA;DF;Salernitana;it Serie A;28;1995;18;16;1272;14.1;0;1;1;0;0;;4;0
1687;Pasquale Mazzocchi;it ITA;DF;Napoli;it Serie A;28;1995;10;4;428;4.8;0;1;1;0;0;;0;1
1688;Kevin Mbabu;ch SUI;DF;Augsburg;de Bundesliga;28;1995;25;22;2047;22.7;0;2;2;0;0;;5;0
1689;Noah Mbamba;be BEL;MF;Leverkusen;de Bundesliga;18;2005;3;0;16;0.2;0;1;1;0;0;;0;0
1690;Ethan Mbappé;fr FRA;MF,DF;Paris S-G;fr Ligue 1;16;2006;3;0;48;0.5;0;0;0;0;0;;0;0
1691;Kylian Mbappé;fr FRA;FW;Paris S-G;fr Ligue 1;24;1998;29;24;2158;24.0;27;7;34;21;6;;4;0
1692;Malick Mbaye;sn SEN;MF,FW;Metz;fr Ligue 1;19;2004;5;1;153;1.7;0;0;0;0;0;;1;0
1693;Mamadou Mbaye;sn SEN;DF;Cádiz;es La Liga;25;1998;4;2;288;3.2;0;0;0;0;0;;2;0
1694;Chancel Mbemba;cd COD;DF;Marseille;fr Ligue 1;28;1994;25;25;2207;24.5;2;2;4;2;0;;1;0
1695;Nolan Mbemba;cg CGO;MF;Le Havre;fr Ligue 1;28;1995;6;0;22;0.2;1;0;1;1;0;;0;0
1696;Bryan Mbeumo;cm CMR;FW;Brentford;eng Premier League;23;1999;25;22;1960;21.8;9;6;15;6;3;;2;0
1697;Christ Mbondi;fr FRA;FW;Reims;fr Ligue 1;18;2004;1;0;2;0.0;0;0;0;0;0;;0;0
1698;Jordi Mboula;es ESP;FW,MF;Hellas Verona;it Serie A;24;1999;11;5;307;3.4;0;1;1;0;0;;0;0
1699;Nathanael Mbuku;fr FRA;FW;Augsburg;de Bundesliga;21;2002;1;0;5;0.1;0;0;0;0;0;;0;0
1700;James Mcatee;eng ENG;MF,FW;Sheffield Utd;eng Premier League;20;2002;30;20;1822;20.2;3;3;6;2;1;;2;0
1701;James Mcatee;eng ENG;MF;Manchester City;eng Premier League;20;2002;1;0;1;0.0;0;0;0;0;0;;0;0
1702;Oliver McBurnie;sct SCO;FW;Sheffield Utd;eng Premier League;27;1996;21;15;1280;14.2;6;3;9;4;2;;7;2
1703;James McConnell;eng ENG;MF;Liverpool;eng Premier League;18;2004;3;0;4;0.0;0;0;0;0;0;;0;0
1704;John McGinn;sct SCO;MF,FW;Aston Villa;eng Premier League;28;1994;35;35;2999;33.3;6;4;10;6;0;;9;1
1705;Scott McKenna;sct SCO;DF;Nott'ham Forest;eng Premier League;26;1996;5;5;416;4.6;0;0;0;0;0;;0;0
1706;Weston McKennie;us USA;MF,DF;Juventus;it Serie A;24;1998;34;29;2594;28.8;0;7;7;0;0;;6;0
1707;Dwight McNeil;eng ENG;MF,FW;Everton;eng Premier League;23;1999;35;33;2892;32.1;3;6;9;3;0;;2;0
1708;Scott McTominay;sct SCO;MF,FW;Manchester Utd;eng Premier League;26;1996;32;18;1901;21.1;7;1;8;7;0;;2;0
1709;Facundo Medina;ar ARG;DF;Lens;fr Ligue 1;24;1999;31;30;2714;30.2;1;3;4;1;0;;11;0
1710;Ben Mee;eng ENG;DF;Brentford;eng Premier League;33;1989;16;15;1272;14.1;2;0;2;2;0;;1;1
1711;Marvin Mehlem;de GER;MF;Darmstadt 98;de Bundesliga;25;1997;20;19;1482;16.5;3;2;5;3;0;;3;0
1712;Bamo Meïté;ci CIV;DF;Marseille;fr Ligue 1;21;2001;16;6;638;7.1;0;0;0;0;0;;1;0
1713;Bamo Meïté;ci CIV;DF;Lorient;fr Ligue 1;21;2001;2;2;146;1.6;0;0;0;0;0;;0;0
1714;Hannibal Mejbri;tn TUN;MF,FW;Manchester Utd;eng Premier League;20;2003;5;1;133;1.5;1;0;1;1;0;;1;0
1715;Hannibal Mejbri;tn TUN;MF;Sevilla;es La Liga;20;2003;6;1;104;1.2;0;0;0;0;0;;2;0
